Assembly,Spieces,ST,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N90,auN,L50,L90,# N's per 100 kbp,K_type,strain,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,gapA,infB,mdh,pgi,phoE,rpoB,tonB
ERR3891131,klebsiella,2096,598,99,70,61,51,37,5955615,5814034,5747403,5678728,5518632,4999915,119,325634,5827334,56.73,140186,41750,153057.2,14,43,0,KL64,ERR3891131,Klebsiella pneumoniae,strong,598,134937,325634,5955615,no,-,ST2096,4,2,9,15,ybt 14; ICEKp5,140-2LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,99.99%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1,-,-,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4*,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891166,klebsiella,377,1331,134,69,61,48,40,6216727,5834665,5707521,5653190,5437158,5193572,269,310114,5921947,56.64,140191,33517,147661.7,15,44,0,KL102,ERR3891166,Klebsiella pneumoniae,strong,1331,138407,310114,6216727,no,-,ST377,1,3,6,7,ybt 13; ICEKp2 (truncated),299-3LV,-,0,-,0,-,0,-,0,-,wzi173,KL102,unknown (KL102),none,Very high,99.45%,NA,O1/O2v2,O2afg,none,Very high,98.54%,NA,aadA^;strA.v1;strB.v1,-,-,-,-,-,-,-,sul1*?;sul2,-,-,dfrA15.v2,-,-,-,-,OXA-48,SHV-110,156D;35Q,-,MgrB-51%,GyrA-83Y;GyrA-87A;ParC-80I,-,CTX-M-101*?-0%;dfrA12?-0%,ST377,10,20,2,1,9,11,12,6,4,20,14,1,126*-46%,327,2,4,52*,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(10),infB(20),mdh(2),pgi(1),phoE(9),rpoB(11),tonB(12)
ERR3891189,klebsiella,14,545,113,71,63,53,34,5720331,5588518,5501025,5444740,5246692,4583681,148,388031,5611960,57.26,140204,31083,147840,15,47,0,KL2,ERR3891189,Klebsiella pneumoniae,strong,545,140204,388031,5720331,no,-,ST14,1,1,9,17,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;sat-2;strA.v1*;strB.v1*,-,-,-,-,ereA2*,CatB4.v1?;catA1^;cmlA5,arr-2,sul1*;sul2,-,-,dfrA1.v1,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,mphA*?-0%,CTX-M-16*?-0%;OXA-181*?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891006,klebsiella,377,674,78,61,55,48,36,5587935,5432035,5394218,5353930,5229628,4834542,104,285174,5448853,57.24,140345,41091,143719.7,15,38,0,KL102-,ERR3891006,Klebsiella pneumoniae,strong,674,140345,285174,5587935,no,-,ST377,1,1,7,8,ybt 13; ICEKp2,299-1LV,-,0,-,0,-,0,-,0,-,wzi173,KL102,unknown (KL102),-,High,99.44%,KL102_10,O1/O2v2,O2afg,none,Very high,98.54%,NA,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA^,-,-,-,-,-,CatB4.v1?,-,sul1*?,-,-,dfrA15.v2,OXA-1,-,CTX-M-15,-,-,SHV-110,156D;35Q,-,-,GyrA-83Y;GyrA-87A;ParC-80I,-,-,ST377,10,20,2,1,9,11,12,6,4,20,14,1,126,327,2,4,52,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(10),infB(20),mdh(2),pgi(1),phoE(9),rpoB(11),tonB(12)
ERR3891160,klebsiella,14,830,108,79,70,59,35,5936197,5744672,5678581,5616235,5424951,4574501,124,326065,5755728,56.84,140346,31083,145279.6,14,51,0,KL2,ERR3891160,Klebsiella pneumoniae,strong,830,129967,326065,5936197,no,-,ST14,1,2,7,13,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA2^;sat-2;strA.v1*;strB.v1*,-,-,-,-,-,CatB4.v1?;catA1^,-,sul1*;sul2,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891221,klebsiella,2096,379,94,68,61,51,38,5853901,5816659,5759911,5703935,5548029,5105936,105,394286,5825012,56.73,140599,41515,154203.9,15,42,0,KL64,ERR3891221,Klebsiella pneumoniae,strong,379,140599,394286,5853901,no,-,ST2096,4,2,10,17,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891009,klebsiella,2096,311,93,62,57,49,38,5816658,5762518,5694035,5651713,5525105,5138572,99,325516,5766303,56.78,140643,44103,152324.9,15,40,0,KL64,ERR3891009,Klebsiella pneumoniae,strong,311,140643,325516,5816658,no,-,ST2096,4,1,9,15,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891046,klebsiella,2096,366,97,64,59,49,36,5758646,5671217,5599145,5555289,5387710,4924300,134,376754,5695366,56.84,140643,38556,161228,13,41,0,KL64,ERR3891046,Klebsiella pneumoniae,strong,366,125952,376754,5758646,no,-,ST2096,3,2,10,16,-,0,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,aac(6')-Iaf*?-0%,ST2096,1,6,1,1,1,46,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,ybtU_14*-0%;ybtA_39*-0%;ybtQ_158*-0%,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891048,klebsiella,2096,415,93,63,56,47,35,5818347,5730632,5662329,5604307,5450486,5001753,105,376754,5737984,56.78,140643,41750,167633.5,13,39,0,KL64,ERR3891048,Klebsiella pneumoniae,strong,415,140643,376754,5818347,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891199,klebsiella,2096,844,124,68,57,48,35,6103851,5887958,5768690,5681599,5531234,5049602,188,698164,5932108,56.68,140643,37640,218677.1,12,42,0,KL64,ERR3891199,Klebsiella pneumoniae,strong,844,140519,698164,6103851,no,-,ST2096,4,2,10,17,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2;strA.v1*?,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,OXA-48*?-0%;strB.v1*?-0%;sul2?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891187,klebsiella,14,456,136,82,70,55,35,5899849,5825329,5704803,5612341,5362845,4663755,153,353871,5837042,56.75,140644,30003,144080.2,15,51,0,KL2?-,ERR3891187,Klebsiella pneumoniae,strong,456,140644,353871,5899849,no,-,ST14,1,2,10,25,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,?-,Good,99.74%,KL2_14_wcaJ,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*,-,-,-,-,ereA2*;mphE.v2^;msrE,CatB4.v1?;catA1^;cmlA5,arr-2,sul1*;sul2,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1;OXA-48,-,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,SHV-11.v1*?-0%,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891077,klebsiella,610,1110,96,66,60,49,38,5680243,5405094,5342898,5294397,5120930,4712798,135,268593,5430943,57.45,140773,40047,135685.3,15,42,0,KL55*,ERR3891077,Klebsiella pneumoniae,strong,1110,115234,268593,5680243,no,-,ST610,1,1,8,12,ybt 9; ICEKp3,209-1LV,-,0,-,0,-,0,-,0,-,wzi305,KL55,K55,*,Very high,96.21%,NA,O3/O3a,O3/O3a,*,Very high,95.50%,NA,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1^;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,OXA-232*?-0%,ST610,4,5,1,29,1,4,23,5,19,6,5,1,51*,48,9,5,5,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(4),infB(5),mdh(1),pgi(29),phoE(1),rpoB(4),tonB(23)
ERR3891121,klebsiella,2096,385,102,70,61,51,37,5894461,5821256,5749902,5677566,5519170,5001268,111,325634,5827695,56.72,141098,41750,153093.6,14,43,0,KL64,ERR3891121,Klebsiella pneumoniae,strong,385,134965,325634,5894461,no,-,ST2096,4,3,11,17,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,MgrB-62%,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891133,klebsiella,2096,587,80,60,55,48,37,5848909,5707589,5663017,5623334,5495679,5062674,97,325634,5718027,56.8,141163,44702,158180.4,14,39,0,KL64,ERR3891133,Klebsiella pneumoniae,strong,587,141163,325634,5848909,no,-,ST2096,4,3,9,12,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,OXA-232,SHV-28.v1^,-,OmpK36GD,MgrB-60%,GyrA-83Y;GyrA-87G;ParC-80I,-,strA.v1*?-0%;sul2?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891212,klebsiella,14,186,72,56,54,48,35,5326855,5305705,5272936,5257686,5145121,4678874,79,428497,5310430,57.53,141259,44052,161100.7,13,38,0,KL2,ERR3891212,Klebsiella pneumoniae,strong,186,141259,428497,5326855,no,-,ST14,1,0,4,2,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2,-,-,-,-,-,-,-,-,-,-,-,OXA-1,-,-,-,-,SHV-28.v1^,-,OmpK36GD,MgrB-2%,GyrA-83Y;GyrA-87G;ParC-80I,CatB4.v1?-81%,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891154,klebsiella,2096,831,101,70,61,51,37,6009124,5820364,5748219,5677538,5519099,5001227,107,325634,5824594,56.73,141413,41750,153165.8,14,43,0,KL64,ERR3891154,Klebsiella pneumoniae,strong,831,134998,325634,6009124,no,-,ST2096,4,3,11,17,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,MgrB-60%,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891134,klebsiella,2096,730,103,70,61,50,33,5991423,5821184,5739641,5668967,5492365,4840957,122,325344,5833231,56.72,141515,38480,157264.2,14,43,0,KL64,ERR3891134,Klebsiella pneumoniae,strong,730,141515,325344,5991423,no,-,ST2096,4,3,11,17,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,MgrB-60%,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891080,klebsiella,-,497,109,69,64,52,34,5740607,5633083,5537866,5503347,5285971,4638195,128,316721,5645135,56.88,141815,31307,152194.4,13,46,0,KL2,ERR3891080,Klebsiella pneumoniae,strong,497,134543,316721,5740607,no,-,ST14-1LV,0,3,9,13,-,0,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,?-,Good,99.98%,O1/O2v1_06_wbbO,aac(6')-Ib-cr.v2;aadA2^;armA,-,-,qnrS1,-,lnuF.v1;mphE.v2^;msrE,CatB4.v1?,-,sul1;sul1,-,-,dfrA12,OXA-1,-,-,-,OXA-48,-,-,OmpK36GD,MgrB-60%,GyrA-83Y;GyrA-87G;ParC-80I,aadA23*?-0%,SHV-129?-0%;dfrA14.v1?-0%;tetR?-0%,ST14-1LV,1,6,1,1,1,1*,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ybtT_10*-0%,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(~1),tonB(1)
ERR3891026,klebsiella,14,379,102,73,65,54,36,5835132,5754590,5694615,5635714,5428756,4772022,126,353759,5771353,56.8,141832,34457,146080.4,15,47,0,KL2,ERR3891026,Klebsiella pneumoniae,strong,379,141832,353759,5835132,no,-,ST14,1,2,9,17,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1;OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891045,klebsiella,11,478,109,77,63,50,36,5970402,5869780,5806472,5703312,5476477,4976767,126,355537,5880840,56.78,142520,33795,157770.9,14,44,0,KL14,ERR3891045,Klebsiella pneumoniae,strong,478,142520,355537,5970402,no,-,ST11,1,2,8,12,ybt 8; ICEKp9,554-3LV,-,0,-,0,-,0,-,0,-,wzi14,KL14,K14,none,Very high,99.92%,NA,O3b,O3b,none,Very high,99.23%,NA,aac(6')-Ib-cr.v2;aadA2^;strA.v1*;strB.v1*,-,-,qnrS1,-,mphA,-,-,sul1;sul2,-,-,dfrA12,CMY-2.v2,-,CTX-M-15,-,OXA-48,SHV-11.v1^,35Q,-,-,GyrA-83I;GyrA-87G;ParC-80I,-,mphE.v1*?-0%,ST11,3,3,1,1,1,1,4,5,11*,6,5,1,507*,98*,9,29,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
ERR3891186,klebsiella,14,668,63,48,46,44,33,5427981,5230855,5203520,5188837,5144075,4771028,123,428777,5269955,57.59,144105,55996,177288.8,12,33,0,KL2,ERR3891186,Klebsiella pneumoniae,strong,668,144105,428777,5427981,no,-,ST14,1,0,4,4,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.73%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;sat-2,-,-,-,-,-,-,-,-,-,-,dfrA1.v1,OXA-1,-,-,-,-,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,CatB4.v1?-81%,aac(3)-IIa.v1*?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891012,klebsiella,14,391,100,68,59,49,35,5637933,5566030,5488990,5422981,5245299,4774304,111,502351,5573756,57.27,144109,35544,178995.4,12,42,0,KL2,ERR3891012,Klebsiella pneumoniae,strong,391,144109,502351,5637933,no,-,ST14,1,1,9,17,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;sat-2;strA.v1*;strB.v1*,-,-,-,-,ereA2*,CatB4.v1?;catA1^;cmlA5,arr-2,sul1*;sul2,-,-,dfrA1.v1,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,-,-,-,-,GyrA-83Y;GyrA-87G;ParC-80I,SHV-11.v1*?-0%,OXA-163*?-51%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891035,klebsiella,14,510,160,91,73,59,32,5985143,5869471,5723905,5598855,5348853,4379093,210,325616,5906548,56.63,144280,26222,128886.4,16,58,0,KL2?-+,ERR3891035,Klebsiella pneumoniae,strong,510,129839,325616,5985143,no,-,ST14,1,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,?-+,Good,99.74%,KL2_18_ugd,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2;strA.v1*?,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,catA1*?-0%,NDM-16?-0%;aac(3)-IId?-0%;sul2*?-0%;sul2*?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1*-0%,-,-,-,-,-,-,-,-,-,-,iutA_1*-0%;iucC_1*-0%;iucA_1*-0%;iucA_1*-0%,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
